City.From	Latitude	Longitude	Latitude.Point.From	Longitude.Point.From	To	From	Value	Time	Longitude.Point.To	Latitude.Point.To	City.To
Vernon	50.27	-119.28	50.2677988657874	-119.284975235588	197	104	3895.66140074749	2016-11-26 00:00:20	-75.7083666848498	45.4119882495726	Gatineau
Edmonton	53.57	-113.54	53.5745098556136	-113.534331986632	633	108	987.859215121716	2016-11-26 00:00:21	-113.539551063894	53.5666625397845	Edmonton
Montreal	45.52	-73.57	45.5221640563726	-73.7688026276724	882	736	1550.12201501522	2016-11-26 00:00:22	-79.3790635800041	43.6547316164548	Toronto
Calgary	51.05	-114.06	51.0512065097483	-114.054821521682	164	262	424.96712540742	2016-11-26 00:00:23	-73.5329346813042	45.5247208989104	Montreal
Owen sound	44.57	-80.94	44.5686659045863	-80.9308688470077	495	935	2936.87250310322	2016-11-26 00:00:24	-122.771209368778	53.9034890269052	Prince george
Regina	50.45	-104.61	50.456650523447	-104.612375414613	446	646	907.950446638279	2016-11-26 00:00:25	-79.2389875081336	43.1816486551251	Saint catharines-niagara
Toronto	43.65	-79.38	43.6487701713453	-79.3710220084526	482	318	3851.99874446262	2016-11-26 00:00:26	-79.3824733735713	43.6425057137785	Toronto
Winnipeg	49.88	-97.17	49.8821018330646	-97.1704960128282	274	770	4059.63799165329	2016-11-26 00:00:27	-73.3434607260151	45.5218272089045	Montreal
Guelph	43.56	-80.26	43.558106965378	-80.2690583975665	605	176	357.14147038525	2016-11-26 00:00:28	-80.4990376711897	43.4635681712221	Kitchener
Saint catharines-niagara	43.18	-79.24	43.1722209695493	-79.234577823295	273	499	1115.48050026176	2016-11-26 00:00:29	-97.1722149325828	49.8866083785637	Winnipeg
Montreal	45.52	-73.57	45.5196631527581	-73.7175363597291	458	260	4815.07687224075	2016-11-26 00:00:30	-123.137533258335	49.2805335182945	Vancouver
Wood buffalo	56.74	-111.43	56.7360292174735	-111.436848180773	990	931	1046.37873359025	2016-11-26 00:00:31	-73.5764708338706	45.5206889084853	Montreal
Montreal	45.52	-73.57	45.5227041921213	-73.7121475118927	252	812	1254.69702337869	2016-11-26 00:00:32	-79.3785521523385	43.6498452676314	Toronto
Montreal	45.52	-73.57	45.5196631527581	-73.7175363597291	804	260	266.894047416281	2016-11-26 00:00:33	-119.28054969091	50.2789531387294	Vernon
Toronto	43.65	-79.38	43.6502600879071	-79.3708293290251	398	416	4897.50513038598	2016-11-26 00:00:34	-73.4327814996827	45.5272694360625	Montreal
Ottawa	45.42	-75.71	45.420287912395	-75.7616190676096	956	84	567.862061294727	2016-11-26 00:00:35	-80.5001645796472	43.4571713843665	Kitchener
Toronto	43.65	-79.38	43.64820243091	-79.3891621208586	443	434	965.639585047029	2016-11-26 00:00:36	-79.8558640508737	43.2593037309783	Hamilton
Toronto	43.65	-79.38	43.6563611013162	-79.3824437919723	935	80	3638.60837636748	2016-11-26 00:00:37	-80.9308688470077	44.5686659045863	Owen sound
Sydney	46.2	-59.97	46.2023361509284	-59.9628652133886	980	587	2958.81207975326	2016-11-26 00:00:38	-110.681070660216	50.038814376983	Medicine hat
Salaberry-de-valleyfield	45.26	-74.14	45.2657711101704	-74.1439132803706	844	821	3671.45232362673	2016-11-26 00:00:39	-123.970441594279	49.2066523353	Nanaimo
Toronto	43.65	-79.38	43.6436685366964	-79.3819708644881	359	246	1792.40986643126	2016-11-26 00:00:40	-75.6926149339429	45.411398160611	Gatineau
Winnipeg	49.88	-97.17	49.8821018330646	-97.1704960128282	306	770	3136.19416335132	2016-11-26 00:00:41	-52.6832785143394	47.5822890302666	Saint john's
Vancouver	49.28	-123.13	49.278922010308	-123.142264983672	72	268	1323.36698195431	2016-11-26 00:00:42	-73.6250798938933	45.5278961671693	Montreal
Kanata	45.34	-75.88	45.3383723580754	-75.8702605851687	91	133	4314.97432682663	2016-11-26 00:00:43	-113.535428438427	53.5627117840898	Edmonton
Ottawa	45.42	-75.71	45.4208350679816	-75.6565287898517	5	163	102.884857717436	2016-11-26 00:00:44	-83.0417599140834	42.3028982861629	Windsor
Toronto	43.65	-79.38	43.6468547045715	-79.3848491716458	854	83	3593.30202750862	2016-11-26 00:00:45	-78.8597389631524	43.8821270442231	Oshawa
Alma	48.55	-71.66	48.5413591421649	-71.6695765733608	431	842	731.417085323483	2016-11-26 00:00:46	-73.5747937414994	45.5130599921752	Montreal
Quebec	46.82	-71.23	46.8176191714155	-71.2311489967821	799	975	4588.67481086636	2016-11-26 00:00:47	-72.7040820248432	45.4092924127633	Granby
Vancouver	49.28	-123.13	49.2765889900136	-123.137568740324	955	922	4857.15170280309	2016-11-26 00:00:48	-72.9502121978645	45.6272262608585	Saint-hyacinthe
Montreal	45.52	-73.57	45.5260714206724	-73.4773677337027	471	945	1257.83034767956	2016-11-26 00:00:49	-97.1691848517331	49.8713020467266	Winnipeg
Trois-rivieres	46.35	-72.57	46.3453762286252	-72.5748422108071	221	606	4638.88577347388	2016-11-26 00:00:50	-75.6848876084159	45.4141137613458	Ottawa
Kitchener	43.46	-80.5	43.4581971617287	-80.5074539054387	259	122	3279.19531241059	2016-11-26 00:00:51	-75.7535331967017	45.4181662989895	Ottawa
Vancouver	49.28	-123.13	49.2784403674057	-123.136901462522	450	340	1357.92638638522	2016-11-26 00:00:52	-71.2258963980165	46.8149352854621	Quebec
Thunder bay	48.42	-89.28	48.424376478027	-89.297346804819	608	993	2140.12360331835	2016-11-26 00:00:53	-122.856876979902	49.0298312162567	White rock
Toronto	43.65	-79.38	43.6471532278506	-79.3787912937489	697	685	307.117272296455	2016-11-26 00:00:54	-83.0283247921188	42.2934141568237	Windsor
Ottawa	45.42	-75.71	45.4230459199794	-75.7515382447706	679	28	1641.39586028177	2016-11-26 00:00:55	-73.4428786858598	45.5272203996651	Montreal
Toronto	43.65	-79.38	43.6468120160964	-79.37713080934	456	833	711.37376150582	2016-11-26 00:00:56	-79.3832867325175	43.656321038025	Toronto
Toronto	43.65	-79.38	43.656883898826	-79.3746825613821	54	678	4300.61623712536	2016-11-26 00:00:57	-123.125947370279	49.2724084238901	Vancouver
Nanaimo	49.21	-123.97	49.2084808295799	-123.970825137602	979	623	1397.98551665153	2016-11-26 00:00:58	-114.065164174587	51.0569102236878	Calgary
Toronto	43.65	-79.38	43.6478934121849	-79.3846869857539	989	452	2564.30105072213	2016-11-26 00:00:59	-79.3771909906892	43.6472991366753	Toronto
Vancouver	49.28	-123.13	49.275771380209	-123.115735197552	170	964	3888.84759376524	2016-11-26 00:01:00	-71.0559142864578	48.4274561543885	Chicoutimi-jonquiere
Toronto	43.65	-79.38	43.6436849362089	-79.3735982155526	343	348	3676.69705394655	2016-11-26 00:01:01	-123.348109267874	48.4343821678742	Victoria
London	42.97	-81.24	42.9680583450803	-81.2245267595098	243	105	2998.00668103853	2016-11-26 00:01:02	-71.9026127057667	45.3990812812625	Sherbrooke
Ottawa	45.42	-75.71	45.4260550118603	-75.7413751157694	810	579	2959.16184630478	2016-11-26 00:01:03	-79.3841635224349	43.6535594758341	Toronto
Toronto	43.65	-79.38	43.6442837649727	-79.3800706079217	661	350	1932.77306837263	2016-11-26 00:01:04	-75.709803672262	45.4189099708996	Ottawa
Victoria	48.43	-123.37	48.4319936285067	-123.362469336882	371	428	3133.79686643602	2016-11-26 00:01:05	-71.0630385634122	48.4294398995211	Chicoutimi-jonquiere
Vernon	50.27	-119.28	50.2677988657874	-119.284975235588	539	104	3272.47963142581	2016-11-26 00:01:06	-124.332456988285	49.3358435103466	Parksville
Toronto	43.65	-79.38	43.64665105951	-79.3716998821768	449	789	3406.02432298474	2016-11-26 00:01:07	-72.4745410201657	45.8882896636186	Drummondville
Montreal	45.52	-73.57	45.5278961671693	-73.6250798938933	78	72	1511.92625872791	2016-11-26 00:01:08	-80.4988355940711	43.4544770339143	Kitchener
Kingston	44.23	-76.5	44.2280695702974	-76.4948795410926	862	173	2060.51629501162	2016-11-26 00:01:09	-73.6781096767783	45.5166079750788	Montreal
Edmonton	53.57	-113.54	53.5700722478617	-113.538195832557	598	390	2792.35686840257	2016-11-26 00:01:10	-75.7400450226513	45.416973262168	Ottawa
Windsor	42.3	-83.03	42.2934141568237	-83.0283247921188	950	697	4625.64205654198	2016-11-26 00:01:11	-79.3713875614065	43.6534441715166	Toronto
New glasgow	45.59	-62.65	45.5843913197288	-62.4688364654441	126	924	3076.54808430234	2016-11-26 00:01:12	-76.5044304932352	44.2290956301416	Kingston
Vancouver	49.28	-123.13	49.2843881511319	-123.121923457441	37	185	232.300416845828	2016-11-26 00:01:13	-79.3861582252252	43.6486419528782	Toronto
Toronto	43.65	-79.38	43.6472991366753	-79.3771909906892	768	989	1353.73163570184	2016-11-26 00:01:14	-123.127250440577	49.2776424534921	Vancouver
Sault sainte marie	46.53	-84.35	46.5341062978805	-84.3578798311259	583	251	3673.25995868305	2016-11-26 00:01:15	-113.546687585824	53.5684774965202	Edmonton
Montreal	45.52	-73.57	45.5211056898632	-73.4022851877963	894	755	1042.82663149061	2016-11-26 00:01:16	-75.7052640908057	45.4119187833686	Ottawa
Barrie	44.38	-79.68	44.3759184400406	-79.6841697714022	791	552	3357.70418718457	2016-11-26 00:01:17	-81.2511023519662	42.9679309021575	London
Toronto	43.65	-79.38	43.6553100849424	-79.3747593289164	151	73	1623.70330648264	2016-11-26 00:01:18	-79.3764251344552	43.6426543056552	Toronto
Toronto	43.65	-79.38	43.6517841394229	-79.3817006701348	235	720	2699.75549794035	2016-11-26 00:01:19	-79.3861646999456	43.6520635905077	Toronto
Rouyn-noranda	48.24	-79.03	48.2409157775292	-79.0480510410783	327	276	152.31642392464	2016-11-26 00:01:20	-113.83385347041	52.2663377423145	Red deer
Saint john	45.29	-66.06	45.2964117273835	-66.0759645366849	430	234	504.274222860113	2016-11-26 00:01:21	-79.3889140547741	43.6498016829694	Toronto
Toronto	43.65	-79.38	43.6499345736788	-79.3825023432493	783	231	4527.78538607527	2016-11-26 00:01:22	-79.3735331779879	43.6487564054613	Toronto
Ottawa	45.42	-75.71	45.4207509197429	-75.6533508212162	703	253	4325.79903467558	2016-11-26 00:01:23	-123.119621809627	49.2766109246427	Vancouver
Edmonton	53.57	-113.54	53.5774984279405	-113.541636680339	724	879	1925.40650871815	2016-11-26 00:01:24	-122.293438527656	49.0674135002136	Abbotsford
Fergus	43.7	-80.37	43.7035180984872	-80.3624491902127	84	953	4151.31737581687	2016-11-26 00:01:25	-75.7616190676096	45.420287912395	Ottawa
Calgary	51.05	-114.06	51.0529177405047	-114.052683617021	167	968	1348.26038497267	2016-11-26 00:01:26	-81.1810578305687	42.778391356938	Saint thomas
Toronto	43.65	-79.38	43.6543148325035	-79.3876862896404	452	507	1170.26673257351	2016-11-26 00:01:27	-79.3846869857539	43.6478934121849	Toronto
Ottawa	45.42	-75.71	45.416973262168	-75.7400450226513	909	598	2792.30521513382	2016-11-26 00:01:28	-79.2409796041888	43.1859938294281	Saint catharines-niagara
Montreal	45.52	-73.57	45.5119287425574	-73.5047803213473	79	665	2675.61961780302	2016-11-26 00:01:29	-79.8518673054839	43.2641197631323	Hamilton
Vancouver	49.28	-123.13	49.2729576731837	-123.120681741583	467	802	1595.62581793871	2016-11-26 00:01:30	-71.8872905164795	45.3948560138568	Sherbrooke
Quebec	46.82	-71.23	46.8218018102914	-71.2297820294891	95	475	3957.81623842195	2016-11-26 00:01:31	-76.5009049390837	44.2226489061501	Kingston
Edmonton	53.57	-113.54	53.5746302045183	-113.539515989937	799	620	3785.49188897014	2016-11-26 00:01:32	-72.7040820248432	45.4092924127633	Granby
Ottawa	45.42	-75.71	45.4264803752623	-75.7191900763829	464	785	1704.22830798198	2016-11-26 00:01:33	-78.8568661515352	43.8905645936263	Oshawa
Calgary	51.05	-114.06	51.0526802523271	-114.054775181398	398	873	808.638999855611	2016-11-26 00:01:34	-73.4327814996827	45.5272694360625	Montreal
Toronto	43.65	-79.38	43.6563611013162	-79.3824437919723	241	80	2031.89293429023	2016-11-26 00:01:35	-73.4668859916091	45.5266122081409	Montreal
Edmonton	53.57	-113.54	53.5705879074108	-113.539457737323	3	418	3400.03636092879	2016-11-26 00:01:36	-71.2216085270425	46.8196524985636	Quebec
Ottawa	45.42	-75.71	45.4260550118603	-75.7413751157694	519	579	778.537522151601	2016-11-26 00:01:37	-79.3764493440505	43.6417512536455	Toronto
Toronto	43.65	-79.38	43.6505289145189	-79.3852668744871	369	769	219.487113470677	2016-11-26 00:01:38	-71.9270993618341	45.3976385119111	Sherbrooke
Kitchener	43.46	-80.5	43.4579587724642	-80.4902540536905	746	206	3727.32065722812	2016-11-26 00:01:39	-81.0100549675999	46.4827957494787	Sudbury
Montreal	45.52	-73.57	45.5196873208964	-73.497603903673	29	367	1925.63093847129	2016-11-26 00:01:40	-73.4104607362453	45.5250526375315	Montreal
Gatineau	45.42	-75.71	45.411398160611	-75.6926149339429	659	359	2494.32786881225	2016-11-26 00:01:41	-79.3733443207012	43.6520537157369	Toronto
Gatineau	45.42	-75.71	45.4225514159253	-75.6655163288876	107	329	287.408969795797	2016-11-26 00:01:42	-123.132575476533	49.2748610982971	Vancouver
Calgary	51.05	-114.06	51.0529177405047	-114.052683617021	310	968	3288.7304968317	2016-11-26 00:01:43	-80.9715347342262	43.3724127588457	Stratford
Montreal	45.52	-73.57	45.5217901087179	-73.3672842461237	933	998	4134.53284217976	2016-11-26 00:01:44	-79.378609025203	43.6538471131449	Toronto
Hamilton	43.26	-79.85	43.2546025421072	-79.8540858375558	579	871	930.517484073061	2016-11-26 00:01:45	-75.7413751157694	45.4260550118603	Ottawa
Hamilton	43.26	-79.85	43.2605706227924	-79.8550104275757	733	905	3107.57040040335	2016-11-26 00:01:46	-79.3712474552029	43.6513057772472	Toronto
Kanata	45.34	-75.88	45.3383723580754	-75.8702605851687	394	133	3798.20911781862	2016-11-26 00:01:47	-75.6874535603522	45.4207241444874	Ottawa
Kanata	45.34	-75.88	45.3383723580754	-75.8702605851687	172	133	57.2466050856747	2016-11-26 00:01:48	-79.3726685428913	43.6483974240462	Toronto
Chicoutimi-jonquiere	48.43	-71.08	48.4294398995211	-71.0630385634122	702	371	3991.64087862009	2016-11-26 00:01:49	-79.8467844570439	43.2546990588986	Hamilton
Montreal	45.52	-73.57	45.5165580537293	-73.5041398258345	432	535	2747.41932443576	2016-11-26 00:01:50	-73.5376451822353	45.5163005759548	Montreal
Sherbrooke	45.4	-71.9	45.4001922741992	-71.9479100114088	284	35	3803.02182913292	2016-11-26 00:01:51	-113.544243242208	53.5765641338949	Edmonton
Abbotsford	49.06	-122.3	49.0616794018136	-122.319816182533	421	286	3570.62244615518	2016-11-26 00:01:52	-104.610858778507	50.4474336851038	Regina
Hamilton	43.26	-79.85	43.2680603565141	-79.8515034440169	749	155	1541.47024808917	2016-11-26 00:01:53	-123.142217824147	49.2788334120818	Vancouver
Montreal	45.52	-73.57	45.5287057438487	-73.615446021841	578	13	2056.56230171444	2016-11-26 00:01:54	-79.3832535253985	43.6502989581741	Toronto
Montreal	45.52	-73.57	45.5219441195101	-73.7971065347519	714	512	1384.68510997482	2016-11-26 00:01:55	-123.361729745939	48.4262410326904	Victoria
Winnipeg	49.88	-97.17	49.8821018330646	-97.1704960128282	4	770	400.649146118667	2016-11-26 00:01:56	-75.6491368158096	45.4164055125357	Ottawa
Hamilton	43.26	-79.85	43.2550744950869	-79.8407049786762	111	631	2532.88666282315	2016-11-26 00:01:57	-73.9849901635439	45.7737884397937	Saint-jerome
Montreal	45.52	-73.57	45.5240173262631	-73.4415963428738	984	256	390.237619471736	2016-11-26 00:01:58	-79.2399211255681	43.1786271939122	Saint catharines-niagara
Wood buffalo	56.74	-111.43	56.7360292174735	-111.436848180773	919	931	4826.04251498124	2016-11-26 00:01:59	-73.449400537305	45.5224908165498	Montreal
Montreal	45.52	-73.57	45.5158400272545	-73.7357299307006	596	774	1369.40568860155	2016-11-26 00:02:00	-73.759904069757	45.5169621341424	Montreal
Edmonton	53.57	-113.54	53.5714330186715	-113.543445841406	73	478	2147.88336999482	2016-11-26 00:02:01	-79.3747593289164	43.6553100849424	Toronto
Toronto	43.65	-79.38	43.6487214784436	-79.3826135178727	287	70	2781.02598087862	2016-11-26 00:02:02	-63.6030951502249	44.667772295661	Halifax
Edmonton	53.57	-113.54	53.5705879074108	-113.539457737323	218	418	4562.68754402408	2016-11-26 00:02:03	-79.3867089677533	43.645546127999	Toronto
Drummondville	45.89	-72.49	45.8882896636186	-72.4745410201657	624	449	3526.50448551867	2016-11-26 00:02:04	-79.3805198922016	43.6567284794351	Toronto
Victoria	48.43	-123.37	48.4386905222324	-123.362123537698	516	423	2144.18448631186	2016-11-26 00:02:05	-59.9580794743636	46.2051086372766	Glace bay
Montreal	45.52	-73.57	45.5148052270001	-73.6682553362474	604	695	2960.51365261665	2016-11-26 00:02:06	-79.3817540468134	43.6552465983932	Toronto
Hamilton	43.26	-79.85	43.2546025421072	-79.8540858375558	61	871	4347.73260789225	2016-11-26 00:02:07	-113.535474975251	53.5695552482777	Edmonton
Parksville	49.33	-124.33	49.3259010372894	-124.34012447811	972	372	4067.40925924387	2016-11-26 00:02:08	-79.3743730812723	43.6507232923821	Toronto
Saskatoon	52.15	-106.66	52.1440540236183	-106.667412132429	24	798	952.655297343154	2016-11-26 00:02:09	-63.6059808166513	44.6770539562361	Halifax
Toronto	43.65	-79.38	43.656883898826	-79.3746825613821	432	678	4888.08396048844	2016-11-26 00:02:10	-73.5376451822353	45.5163005759548	Montreal
Ottawa	45.42	-75.71	45.4132538732145	-75.6993732517677	233	904	3291.70648945728	2016-11-26 00:02:11	-99.9590681007802	49.8483562042154	Brandon
Quebec	46.82	-71.23	46.8274959088394	-71.2266969712889	475	618	2342.5744734006	2016-11-26 00:02:12	-71.2297820294891	46.8218018102914	Quebec
White rock	49.03	-122.83	49.0298312162567	-122.856876979902	781	608	2234.58121255971	2016-11-26 00:02:13	-123.117160222723	49.2760038092805	Vancouver
Toronto	43.65	-79.38	43.6487701713453	-79.3710220084526	808	318	4796.78224172676	2016-11-26 00:02:14	-79.3783333663067	43.6446158427949	Toronto
Ottawa	45.42	-75.71	45.4208350679816	-75.6565287898517	200	163	1817.23260780564	2016-11-26 00:02:15	-123.136208475658	49.278935942053	Vancouver
Parksville	49.33	-124.33	49.3259010372894	-124.34012447811	244	372	4440.65138122533	2016-11-26 00:02:16	-63.5996380628484	44.6683932125732	Halifax
Abbotsford	49.06	-122.3	49.0581430341636	-122.283745670962	912	859	148.239864467178	2016-11-26 00:02:17	-123.133318396579	49.2834408679017	Vancouver
Ottawa	45.42	-75.71	45.420287912395	-75.7616190676096	374	84	765.855553245638	2016-11-26 00:02:18	-122.770281903852	53.9163800996741	Prince george
Montreal	45.52	-73.57	45.5255876848955	-73.7721627850821	681	198	936.726773320697	2016-11-26 00:02:19	-79.3740576890793	43.6482582317729	Toronto
Victoria	48.43	-123.37	48.4386905222324	-123.362123537698	864	423	3253.93812138354	2016-11-26 00:02:20	-79.3765675274183	43.6551414912948	Toronto
Vancouver	49.28	-123.13	49.2811516824058	-123.136201347223	908	196	1870.18368653953	2016-11-26 00:02:21	-123.125738346091	49.2810038079845	Vancouver
Toronto	43.65	-79.38	43.656883898826	-79.3746825613821	496	678	3111.48458479438	2016-11-26 00:02:22	-73.5322427045745	45.5238758542981	Montreal
Winnipeg	49.88	-97.17	49.8824196732089	-97.1645613538092	660	36	2946.87383240089	2016-11-26 00:02:23	-123.137326270911	49.2764337826971	Vancouver
Toronto	43.65	-79.38	43.6502600879071	-79.3708293290251	842	416	3816.16761945188	2016-11-26 00:02:24	-71.6695765733608	48.5413591421649	Alma
Georgina	44.27	-79.25	44.2661399840588	-79.2475055139737	239	963	95.931196899619	2016-11-26 00:02:25	-123.967488015361	49.2151363276653	Nanaimo
Vancouver	49.28	-123.13	49.278959598181	-123.129897059004	649	373	1026.07099247398	2016-11-26 00:02:26	-79.3759019646425	43.6471986594999	Toronto
Nanaimo	49.21	-123.97	49.2028650687707	-123.969807529714	863	207	2686.33865300799	2016-11-26 00:02:27	-75.7573623251014	45.4263738810349	Gatineau
Edmonton	53.57	-113.54	53.5780546000859	-113.543802922177	495	609	3030.87333969306	2016-11-26 00:02:28	-122.771209368778	53.9034890269052	Prince george
Winnipeg	49.88	-97.17	49.8740966943802	-97.1745808289221	211	899	3954.55942940898	2016-11-26 00:02:29	-123.129036550955	49.281594519572	Vancouver
White rock	49.03	-122.83	49.0298312162567	-122.856876979902	296	608	4539.27027336322	2016-11-26 00:02:30	-79.3829908545678	43.6513187684486	Toronto
Victoria	48.43	-123.37	48.4386905222324	-123.362123537698	290	423	3276.86524380697	2016-11-26 00:02:31	-79.386945527977	43.6540476773664	Toronto
Montreal	45.52	-73.57	45.5196631527581	-73.7175363597291	728	260	2651.30918516079	2016-11-26 00:02:32	-79.373041411824	43.6532643088013	Toronto
Hamilton	43.26	-79.85	43.2576881399923	-79.8436232848891	602	39	2447.26239411393	2016-11-26 00:02:33	-114.022880741416	51.2918986344452	Airdrie
Vancouver	49.28	-123.13	49.281796442851	-123.116940338162	353	556	2048.05495948531	2016-11-26 00:02:34	-73.5458867730837	45.5124354735243	Montreal
Vancouver	49.28	-123.13	49.2863747689012	-123.124454075247	297	725	562.418118177447	2016-11-26 00:02:35	-118.79592526157	55.1785880513525	Grande prairie
Hamilton	43.26	-79.85	43.2605706227924	-79.8550104275757	989	905	4464.2055310891	2016-11-26 00:02:36	-79.3771909906892	43.6472991366753	Toronto
Quebec	46.82	-71.23	46.8148645464812	-71.2376778992341	826	992	3578.84434696753	2016-11-26 00:02:37	-78.8544946512244	43.8959677054124	Oshawa
Montreal	45.52	-73.57	45.5119748380509	-73.6257577033832	296	201	3622.54744719248	2016-11-26 00:02:38	-79.3829908545678	43.6513187684486	Toronto
Toronto	43.65	-79.38	43.6498016829694	-79.3889140547741	340	430	2687.89919416886	2016-11-26 00:02:39	-123.136901462522	49.2784403674057	Vancouver
Winnipeg	49.88	-97.17	49.884467896826	-97.1683545469308	90	270	1747.45446083834	2016-11-26 00:02:40	-73.4241855842379	45.5244650318826	Montreal
Calgary	51.05	-114.06	51.0526802523271	-114.054775181398	532	873	2644.54036992975	2016-11-26 00:02:41	-112.831471300604	49.6878079382808	Lethbridge
Calgary	51.05	-114.06	51.0491936218598	-114.067430822903	453	641	3639.29294986883	2016-11-26 00:02:42	-123.135435085414	49.2772201696009	Vancouver
Kitchener	43.46	-80.5	43.4664856722311	-80.5046023280414	959	422	3822.63509436743	2016-11-26 00:02:43	-79.3741140736152	43.6556867375651	Toronto
Parksville	49.33	-124.33	49.3358435103466	-124.332456988285	286	539	2985.70525881369	2016-11-26 00:02:44	-122.319816182533	49.0616794018136	Abbotsford
Toronto	43.65	-79.38	43.653686924659	-79.3867498392627	926	304	1179.1205117479	2016-11-26 00:02:45	-71.2357373135278	46.8139499163506	Quebec
Toronto	43.65	-79.38	43.6513743043006	-79.374409071946	467	925	942.990318208467	2016-11-26 00:02:46	-71.8872905164795	45.3948560138568	Sherbrooke
Toronto	43.65	-79.38	43.645891217873	-79.3877927634925	597	657	4447.48183162883	2016-11-26 00:02:47	-72.7446750874903	46.559740259723	Shawinigan
Hamilton	43.26	-79.85	43.2576881399923	-79.8436232848891	629	39	969.444007682614	2016-11-26 00:02:48	-73.5047450368403	45.5285428353792	Montreal
Toronto	43.65	-79.38	43.6446134667576	-79.3786522824396	408	424	2489.94058298413	2016-11-26 00:02:49	-79.3804781253882	43.6518556355882	Toronto
Vancouver	49.28	-123.13	49.2811516824058	-123.136201347223	690	196	412.025482940953	2016-11-26 00:02:50	-110.6883745065	50.035593400313	Medicine hat
Toronto	43.65	-79.38	43.6550958268025	-79.3783988345569	935	341	3513.59499928076	2016-11-26 00:02:51	-80.9308688470077	44.5686659045863	Owen sound
Toronto	43.65	-79.38	43.6513743043006	-79.374409071946	170	925	422.159797104541	2016-11-26 00:02:52	-71.0559142864578	48.4274561543885	Chicoutimi-jonquiere
Toronto	43.65	-79.38	43.6461212571746	-79.3756485492722	702	409	2006.24038911192	2016-11-26 00:02:53	-79.8467844570439	43.2546990588986	Hamilton
Toronto	43.65	-79.38	43.6556867375651	-79.3741140736152	179	959	942.85588117782	2016-11-26 00:02:54	-79.3799270584484	43.6451070806169	Toronto
Sudbury	46.49	-81.01	46.4827957494787	-81.0100549675999	472	746	1600.91109361965	2016-11-26 00:02:55	-73.4082215309953	45.5238559371088	Montreal
Montreal	45.52	-73.57	45.5277389471735	-73.5193082383	772	568	1409.61952973157	2016-11-26 00:02:56	-122.631131806218	49.1896899358365	Walnut grove
Calgary	51.05	-114.06	51.0491936218598	-114.067430822903	205	641	4009.08284526085	2016-11-26 00:02:57	-113.538702634205	53.5617574329603	Edmonton
